number,address,available_bike_stands,available_bikes,banking,bike_stands,bonus,last_update,name,status,lat,lng,owm_city_id,isolation_factor
12015,FACE 67 BOULEVARD DE PICPUS - 75012 PARIS,0,0,True,36,False,1489521628000,12015 - NATION PICPUS,CLOSED,48.846964359503055,2.399868277428793,2978621,234
14120,7 RUE HENRI BARBOUX - 75014 PARIS,15,5,True,20,False,1489521454000,14120 - JOURDAN BARBOUX,OPEN,48.82195530645611,2.326806869905884,6545264,195
9007,34 RUE CONDORCET - 75009 PARIS,0,20,True,20,False,1489521811000,09007 - CONDORCET,OPEN,48.87983122511022,2.345396338986368,6545270,372
9019,38 RUE VICTOR MASSE - 75009 PARIS,11,7,True,18,False,1489521762000,09019 - VICTOR MASSE,OPEN,48.881149033952994,2.336681004295117,6545270,370
15040,33 BIS RUE SAINT AMAND - 75015 PARIS,3,33,True,36,False,1489521485000,15040 - MONCLAR,OPEN,48.83411714783768,2.308850015466539,6618620,240
14013,1 RUE LIARD - 75014 PARIS,1,13,True,14,False,1489521299000,14013 - LIART AMIRAL MOUCHEZ,OPEN,48.82122766331853,2.342104214557966,6613140,199
42201,RUE NECKER/ RUE DU PORT AUX LIONS - 94220 CHARENTON,14,12,True,26,False,1489521423000,42201 - NECKER (CHARENTON),OPEN,48.823963252286866,2.399998420132992,3026637,121
11038,44 BD DU TEMPLE - 75011 PARIS,0,0,True,45,False,1489521571000,11038 - TEMPLE REPUBLIQUE,CLOSED,48.865745077094815,2.365312950780227,2978048,411
18019,2 RUE MONTCALM - 75018 PARIS,42,7,True,49,True,1489521830000,18019 - MONTCALM,OPEN,48.891877957087424,2.335447427689794,2977824,283
901,"BERGES DE SEINE, SOUS LA PASSERELLE SENGHOR AU PORT DE SOLFERINO - 75007 PARIS",2,18,True,20,False,1489521714000,00901 -PORT SOLFERINO (STATION MOBILE),OPEN,48.86138,2.32442,6545270,400
15064,DEV 5 AVENUE EMILE ZOLA - 75015 PARIS,41,0,True,45,False,1489521723000,15064 - JAVEL,OPEN,48.84629491826888,2.278413912593796,3031137,182
12031,49 RUE GABRIEL LAME - 75012 PARIS,6,30,True,36,False,1489521386000,12031 - LAME,OPEN,48.835138050689515,2.385478486564838,6452021,237
13021,55 RUE BOUSSINGAULT - 75013 PARIS,4,42,True,47,False,1489521623000,13021 - BOUSSINGAULT - TOLBIAC,OPEN,48.82603516605852,2.342176808004326,6613140,235
34002,128 AVENUE GABRIEL PERI / AVENUE DU CAPITAINE GLAMER - 93400 SAINT OUEN,13,13,True,26,False,1489521768000,34002 - PERI (SAINT OUEN),OPEN,48.90259224163092,2.330513564840273,2977824,163
2005,46 RUE DE MONTMARTRE - 75002 PARIS,0,15,True,15,False,1489521806000,02005 - MONTORGUEIL RUE MONTMARTRE VERSION 2,OPEN,48.865021945810085,2.345068440144759,6545270,425
22012,32 RUE DE MADELEINE MICHELIS - 92200 NEUILLY,5,20,True,25,False,1489521828000,22012 - MICHELIS (NEUILLY),OPEN,48.8827499154713,2.27740638127753,2990611,149
5104,47 RUE BUFFON - 75005 PARIS,6,49,True,55,False,1489520871000,05104 - BUFFON,OPEN,48.841916179825965,2.358912681317667,2988507,343
31008,7 BIS RUE DE VINCENNES - 93100 MONTREUIL,52,2,True,56,False,1489521597000,31008 - VINCENNES (MONTREUIL),OPEN,48.857702134021,2.43736866129498,2992090,104
15062,87 RUE DE LA CONVENTION - 75015 PARIS,13,22,True,36,False,1489521864000,15062 - BOUCICAUT,OPEN,48.84214433157821,2.285862655943941,2970761,203
4012,2 RUE TIRON - 75004 PARIS,1,27,True,28,False,1489521501000,04012 - ECOUFFES RIVOLI,OPEN,48.85579663740384,2.357907882135172,2978048,397
3011,55 RUE TURBIGO - 75003 PARIS,0,30,True,31,False,1489521774000,03011 - TURBIGO,OPEN,48.86558419108518,2.356278447633629,2978048,424
20017,69 RUE SAINT BLAISE - 75020 PARIS,25,1,True,27,False,1489521578000,20017 - RUE SAINT BLAISE,OPEN,48.8569749400317,2.408842457406961,2994540,224
18028,195 RUE CHAMPIONNET - 75018 PARIS,11,22,True,33,False,1489521843000,18028 - VAUVENARGUES,OPEN,48.89405725132698,2.332199335980013,2977824,254
12024,GARE DE BERCY - ANGLE RUE CORBINEAU - 75012 PARIS,16,19,True,35,False,1489521801000,12024 - GARE DE BERCY,OPEN,48.83976,2.38241,2978621,275
11113,FACE 140 BOULEVARD RICHARD LENOIR - 75011 PARIS,0,56,True,56,False,1489521852000,11113 - REPUBLIQUE FERRY,OPEN,48.86651607982108,2.369322530407524,2978048,404
21015,39 RUE NATIONALE - 92100 BOULOGNE-BILLANCOURT,0,22,True,23,False,1489521723000,21015 - NATIONALE (BOULOGNE-BILLANCOURT),OPEN,48.827600424128306,2.241835191324587,6457370,54
42015,PLACE JEAN FERRAT - 94200 IVRY,20,4,True,25,False,1489521721000,42015 - JEAN FERRAT (IVRY),OPEN,48.8185,2.37427,6457187,140
5002,20 RUE SOMMERARD - 75005 PARIS,28,6,True,35,False,1489521508000,05002 - SAINT JACQUES,OPEN,48.850310432924466,2.345015835298588,2968815,382
10040,8 BOULEVARD DE LA VILETTE - 75010 PARIS,45,3,True,48,False,1489521637000,10040 - BELLEVILLE,OPEN,48.87277815648997,2.376348394645978,2994540,366
13018,1 RUE BRUANT - 75013 PARIS,15,10,True,25,False,1489521747000,13018 - AURIOL CHEVALERET,OPEN,48.83484845292942,2.366826499627087,6457187,271
13026,21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS,14,19,True,34,False,1489521755000,13026 - PLACE HENOCQUE VERSION 2,OPEN,48.823316172177535,2.35433694417225,3003737,197
19028,17 RUE DES FETES - 75019 PARIS,18,2,True,20,True,1489521357000,19028 - PLACE DES FETES,OPEN,48.876468339733144,2.392284629788502,6614030,270
10008,12 RUE CITE RIVERIN / ANGLE RUE DU CHATEAU D'EAU - 75010 PARIS,0,18,True,18,False,1489521754000,10008 - CITE RIVERIN,OPEN,48.8707649818776,2.35872446227434,2978048,412
6015,10 RUE ANDRE MAZET - 75006 PARIS,1,52,True,54,False,1489521856000,06015 - MAZET SAINT ANDRE DES ARTS,OPEN,48.853751073467855,2.339113722899687,6269531,399
43006,30 AVENUE DES MINIMES - 94300 VINCENNES,18,9,True,28,False,1489521776000,43006 - MINIMES (VINCENNES),OPEN,48.841486856300165,2.430793451133684,2968054,113
15054,293 RUE LECOURBE - 75015 PARIS,14,5,True,19,False,1489521602000,15054 - CHANDON,OPEN,48.83797034201205,2.287582307043615,2970761,195
11043,PLACE PASDELOUP - 75011 PARIS,0,0,True,21,False,1489521733000,11043 - CIRQUE D HIVER,CLOSED,48.862650300140295,2.367053490449912,2978048,406
5024,4 RUE DOLOMIEU - 75005 PARIS,2,19,True,21,False,1489521817000,05024 - PLACE MONGE,OPEN,48.84273504298964,2.352472437223356,2988506,352
15036,102 RUE DE LA CROIX NIVERT - 75015 PARIS,6,41,True,47,False,1489521545000,15036 - LAMBERT,OPEN,48.84307638694992,2.29514141310447,2970761,240
42504,FACE 59 RUE BENOIT MALON - 94250 GENTILLY,28,2,True,30,False,1489521750000,42504 - MALON (GENTILLY),OPEN,48.81444017962381,2.341070654172592,3016292,141
6107,29 RUE DU CHERCHE MIDI - 75006 PARIS,21,2,True,23,False,1489521333000,06107 - CHERCHE MIDI,OPEN,48.85024108719566,2.327551549210571,6269531,364
17029,29 RUE PIERRE DEMOURS - 75017 PARIS,9,27,True,36,False,1489521644000,17029 - PLACE AIMÉE MAILLART,OPEN,48.88141110121936,2.29482820074442,2998975,228
13050,23 QUAI PANHARD ET LEVASSOR - 75013 PARIS,58,1,True,59,False,1489521612000,13050 - QUAI PANHARD ET LEVASSOR,OPEN,48.828369893809565,2.384440354604646,6452021,189
9020,FACE 27 RUE CLAUZEL - 75009 PARIS,3,16,True,21,False,1489521854000,09020 - TOUDOUZE CLAUZEL,OPEN,48.879505265624786,2.337190639271711,6545270,380
14029,112 RUE VERCINGETORIX - 75014 PARIS,20,32,True,52,True,1489521534000,14029 - GERGOVIE VERCINGETORIX,OPEN,48.83425924993043,2.313391647113252,6618620,256
10029,39 RUE DE DUNKERQUE - 75010 PARIS,21,2,True,23,False,1489521790000,10029 - PLACE DE ROUBAIX,OPEN,48.88072668576597,2.351464333201903,6545270,372
9004,19 RUE GUERANDO - 75009 PARIS,21,0,True,21,True,1489521862000,09004 - ROCHECHOUART GERANDO,OPEN,48.88291108953936,2.346319371627125,6545270,359
10015,46 RUE LUCIE SAMPAIX - 75010 PARIS,6,37,True,46,False,1489521696000,10015 - RECOLLETS,OPEN,48.874112916506824,2.362498528696257,2978048,401
6029,FACE 1 RUE DE VAUGIRARD - 75006 PARIS,24,0,True,24,False,1489521860000,06029 - VAUGIRARD PRINCE,OPEN,48.84892295818577,2.341040508705961,6269531,368
12151,GARE DE LYON - 75012 PARIS,28,32,True,60,False,1489521727000,12151 - GARE DE LYON,OPEN,48.8455150897939,2.3726498446286,6455259,337
12019,58 RUE DE LA GARE DE REUILLY - 75012 PARIS,16,12,True,28,False,1489521832000,12019 - GARE DE REUILLY,OPEN,48.842577100515385,2.397249990597384,2978621,227
13116,FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS,17,0,True,18,False,1489521648000,13116 - PLACE DU DOCTEUR YERSIN,OPEN,48.820226792619714,2.372209309645734,6457187,156
19114,31 RUE MANIN - 75019 PARIS,17,3,True,20,False,1489521794000,19114 - MANIN SECRETAN,OPEN,48.87927519569598,2.378637021920256,6614030,317
8025,39 RUE DE MIROMESNIL - 75008 PARIS,29,3,True,33,False,1489521512000,08025 - MIROMESNIL,OPEN,48.873760472140056,2.315876308346374,6545270,353
14033,31 RUE FROIDEVAUX - 75014 PARIS,11,27,True,38,True,1489521298000,14033 - DAGUERRE GASSENDI,OPEN,48.8356804441726,2.3282908220517,6618620,286
22011,7 RUE MONTROSIER - 92200 NEUILLY,19,6,True,25,False,1489521728000,22011 - MONTROSIER (NEUILLY),OPEN,48.87944136963256,2.278535717122779,2990611,158
12032,1 PLACE EDOUARD RENARD - 75012 PARIS,12,21,True,35,False,1489521856000,12032 - PORTE DOREE,OPEN,48.835545043575955,2.40745551592605,2978621,164
16110,4-6 RUE OCTAVE FEUILLET - 75016 PARIS,17,4,True,21,False,1489521799000,16110 - OCTAVE FEUILLET,OPEN,48.8609983661382,2.27312852713658,2990611,182
16030,4 PLACE DE BARCELONE - 75016 PARIS,17,39,True,55,False,1489521448000,16030 - MIRABEAU,OPEN,48.84766571002937,2.273556264965371,3031137,170
15049,2 AVENUE ERNEST RENAN - 75015 PARIS,7,16,True,23,False,1489521786000,15049 - PORTE DE VERSAILLES,OPEN,48.83217944426036,2.287122261982559,2970761,188
15042,61 RUE HENRY FARMAN - 75015 PARIS,19,2,True,21,False,1489521781000,15042 - FARMAN,OPEN,48.83373383017729,2.271396472461431,6451970,150
19012,5 RUE LALLY TOLLENDAL - 75019 PARIS,55,5,True,60,False,1489521846000,19012 - LALLY TOLLENDAL,OPEN,48.88270064422199,2.37469338894231,6614030,310
21018,FACE AU 13 RUE DE LA SEINE - 92100 BOULOGNE-BILLANCOURT,0,26,True,26,False,1489521696000,21018 - SEINE (BOULOGNE-BILLANCOURT),OPEN,48.82824349415854,2.250657739639016,3031137,75
15053,250 RUE LECOURBE - 75015 PARIS,33,11,True,45,False,1489521447000,15053 - LECOURBE,OPEN,48.83922209776229,2.291540507948998,2970761,220
18027,102 RUE DAMREMONT - 75018 PARIS,21,7,True,28,False,1489521591000,18027 - DAMREMONT ORDENER,OPEN,48.893400392981874,2.336266523912805,2977824,269
6103,16 RUE DE MEZIERES - 75006 PARIS,4,51,True,55,False,1489521829000,06103 - MEZIERES RENNES,OPEN,48.850297010217595,2.330446820277252,6269531,365
42006,23 RUE PIERRE BROSSOLETTE - 94200 IVRY,0,20,True,20,False,1489521786000,42006 - BROSSOLETTE (IVRY),OPEN,48.816929720561234,2.381460319184223,6452021,124
17011,4 RUE FRAGONARD - 75017 PARIS,47,7,True,54,False,1489521717000,17011 - PORTE DE CLICHY FRAGONARD,OPEN,48.894151383293696,2.314678001115381,3024597,225
6020,2 RUE DANTON - 75006 PARIS,13,19,True,35,False,1489521391000,06020 - SAINT MICHEL DANTON,OPEN,48.85293041059132,2.342657392891206,6269531,400
11017,FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS,40,5,True,46,False,1489521733000,11017 - ALEXANDRE DUMAS,OPEN,48.854176040414856,2.396093495321842,2978621,263
14111,18 RUE CASSINI - 75014 PARIS,16,8,True,24,False,1489521639000,14111 - DENFERT-ROCHEREAU CASSINI,OPEN,48.837549292197465,2.335983030466524,2968815,307
11032,81 BIS RUE JP TIMBAUD - 75011 PARIS,0,48,True,48,False,1489521576000,11032 - METALLOS,OPEN,48.86793796309799,2.377885515684799,2994540,372
21113,2 RUE PETIT - 92110 CLICHY,3,17,True,25,False,1489521593000,21113 - PETIT (CLICHY),OPEN,48.8993483537726,2.29662648341284,6455396,132
11044,FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS,0,23,True,23,False,1489521358000,11044 - RICHARD LENOIR VOLTAIRE NORD,OPEN,48.86343198963591,2.37120861796012,2978048,409
3001,69 BOULEVARD BEAUMARCHAIS - 75003 PARIS,0,0,True,52,False,1489521431000,03001 - CHEMIN VERT BEAUMARCHAIS,CLOSED,48.85804405694242,2.367832659296124,2978048,390
20133,2 RUE DES RASSELINS - 75020 PARIS,26,1,True,27,False,1489521825000,20133 - RASSELINS,OPEN,48.85352868594103,2.409615362775532,2994540,212
13047,1 AVENUE BOUTROUX - 75013 PARIS,11,38,True,49,False,1489521695000,13047 - BOUTROUX VITRY,OPEN,48.822632842232245,2.377738433657617,6452021,162
34009,RUE DORA MAAR / GARE RER - 93400 SAINT OUEN,22,3,True,26,False,1489521709000,34009 - MAAR (SAINT OUEN),OPEN,48.905269629379745,2.322171248688672,2977824,127
11001,2 BOULEVARD RICHARD LENOIR - 75011 PARIS,0,0,True,54,False,1489521863000,11001 - BASTILLE RICHARD LENOIR,CLOSED,48.85384822621097,2.369701488217501,6455259,380
3007,67 RUE DES ARCHIVES - 75003 PARIS,0,28,True,28,False,1489521614000,03007 - ARCHIVES PASTOURELLE,OPEN,48.86240121191442,2.359447031946381,2978048,418
9009,26 RUE MONTHOLON - 75009 PARIS,0,0,True,21,False,1489521726000,09009 - SQUARE MONTHOLON,CLOSED,48.87660117136262,2.345785516803243,6545270,402
905,"BERGES DE SEINE, BAS DE LA BRETELLE AVAL CONCORDE - 75007 PARIS",5,15,True,20,False,1489521680000,00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE),OPEN,48.863147,2.316318,6545270,385
15115,25-31 BOULEVARD DE VAUGIRARD - 75015 PARIS,45,0,True,48,False,1489521565000,15115 - VAUGIRARD,OPEN,48.841325259808,2.31829155159271,6618620,296
5018,20 RUE MONGE - 75005 PARIS,13,21,True,37,False,1489521786000,05018 - MUTUALITE,OPEN,48.84838576471672,2.350169939020645,2968815,375
35006,FACE AU 23 RUE DELIZY - 93500 PANTIN,15,6,True,22,False,1489521577000,35006 - DELIZY (PANTIN),OPEN,48.89633193166097,2.409087652725976,2988621,100
9036,4 RUE D'ATHENES - 75009 PARIS,0,0,True,13,False,1489521713000,09036 - ATHENES CLICHY,CLOSED,48.878113787876,2.32956021945824,6545270,374
4107,27 BOULEVARD BEAUMARCHAIS - 75004 PARIS,0,0,True,18,False,1489521493000,04107 - BEAUMARCHAIS,CLOSED,48.855501357701705,2.368429069929045,2978048,389
17050,1 RUE DES BATIGNOLLES - 75017 PARIS,8,9,True,17,True,1489521767000,17050 - BATIGNOLLES,OPEN,48.88310390458221,2.323834749088381,3024597,336
5013,13 RUE ERASME - 75005 PARIS,18,1,True,20,True,1489521658000,05013 - ULM ERASME,OPEN,48.8425479496716,2.344596649931604,2968815,337
20110,FACE 241 AVENUE GAMBETTA - 75020 PARIS,20,0,True,20,True,1489521675000,20110 - PORTE DES LILAS,OPEN,48.87541242186098,2.4059603311549,6614030,206
13001,51 BOULEVARD PORT ROYAL - 75013 PARIS,11,7,True,18,False,1489521612000,13001 - PORT ROYAL,OPEN,48.83772792097816,2.344664043426302,2968815,316
13103,89 BOULEVARD DE L'HOPITAL - 75013 PARIS,50,0,True,50,False,1489521581000,13103 - SAINT MARCEL,OPEN,48.83772768745433,2.360460336476805,2988507,306
17018,4 RUE DE THANN - 75017 PARIS,15,0,True,17,False,1489521461000,17018 - MONCEAU,OPEN,48.881161983577115,2.30951238050775,2998975,292
31704,FACE AU 1 RUE JEANNE HORNET - 93170 BAGNOLET,28,0,True,28,True,1489521366000,31704 - HORNET (BAGNOLET),OPEN,48.873929200033544,2.427933579778934,3000491,112
4103,1 RUE DES ARCHIVES - 75004 PARIS,0,25,True,25,False,1489521746000,04103 - HOTEL DE VILLE,OPEN,48.857203787697095,2.353976273618783,2978048,405
21013,4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT,1,17,True,21,False,1489521772000,21013 - GRENIER (BOULOGNE-BILLANCOURT),OPEN,48.82584693469992,2.248821391087721,3031137,67
11012,93 RUE DE MONTREUIL - 75011 PARIS,13,20,True,33,False,1489521631000,11012 - MONTREUIL VOLTAIRE,OPEN,48.85050701184191,2.393075558274471,2994540,268
33012,FACE 2 RUE DU LANDY - 93300 AUBERVILLIERS,20,10,True,30,False,1489521778000,33012 - LANDY (AUBERVILLIERS),OPEN,48.915156182813234,2.376424009514086,3036386,51
35001,168 AVENUE JEAN JAURES - 93500 PANTIN,11,15,True,26,False,1489521283000,35001 - JAURES 1 (PANTIN),OPEN,48.91013709505388,2.399325633305226,6452001,60
21703,5-7 AVENUE MARCEL MARTINIE - 92170 VANVES,11,13,True,24,False,1489521538000,21703 - MARTINIE (VANVES),OPEN,48.821049923459526,2.29130063072414,6613135,133
2101,14 RUE BACHAUMONT - 75002 PARIS,1,32,True,33,False,1489521853000,02101 - BACHAUMONT,OPEN,48.866067150086806,2.345463652702569,6545270,422
17025,2 RUE DE CHAZELLES - 75017 PARIS,30,2,True,35,False,1489521788000,17025 - COURCELLES,OPEN,48.8794303755264,2.303467406687128,2998975,271
7004,FACE 28 BOULEVARD RASPAIL - 75007 PARIS,34,2,True,36,False,1489521547000,07004 - RASPAIL VARENNE,OPEN,48.853261668611665,2.326319806384382,6269531,366
20032,55 RUE DES CENDRIERS - 75020 PARIS,12,0,True,12,False,1489521633000,20032 - AMANDIERS,OPEN,48.86629510600211,2.389350412433471,2994540,319
9008,24 RUE D'AUVERGNE - 75009 PARIS,0,17,True,17,False,1489521366000,09008 - TOUR D'AUVERGNE,OPEN,48.87916177777549,2.34369843072095,6545270,382
43007,4 AVENUE VORGES - 94300 VINCENNES,16,9,True,25,False,1489521710000,43007 - VORGES (VINCENNES),OPEN,48.848257752729346,2.439892899386235,2968054,85
21204,FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE,21,10,True,31,False,1489521832000,21204 - D'ORVES (MONTROUGE),OPEN,48.815388220397274,2.320886790760933,6451975,133
14016,61 AVENUE RENE COTY - 75014 PARIS,49,4,True,53,False,1489521817000,14016 - REILLE MONTSOURIS,OPEN,48.82476710259696,2.335999677300567,6613140,228
31002,38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL,23,2,True,25,False,1489521739000,31002 - REPUBLIQUE (MONTREUIL),OPEN,48.85281419134583,2.419307088753658,6613142,168
15070,88 RUE BALARD - 75015 PARIS,9,25,True,36,False,1489521546000,15070 - BLANC,OPEN,48.83863387153602,2.278274193061826,6451970,180
17047,172 RUE DE COURCELLES - 75017 PARIS,26,0,True,26,False,1489521372000,17047 - COURCELLES - DEMOURES,OPEN,48.883769733273496,2.29858466343129,2998975,234
18018,13 RUE CARPEAUX - 75018 PARIS,7,12,True,19,False,1489521693000,18018 - CARPEAUX,OPEN,48.890747210171405,2.330820396477741,2977824,283
4014,29 RUE DES BLANCS MANTEAUX - 75004 PARIS,1,29,True,30,False,1489521550000,04014 - ARCHIVES BLANCS MANTEAUX,OPEN,48.85940271964358,2.35592748653501,2978048,414
15105,84 RUE DE LA FEDERATION - 75015 PARIS,2,22,True,24,False,1489521407000,15105 - SUFFREN FÉDÉRATION,OPEN,48.85276674352813,2.297876431467921,6618620,273
10024,2 RUE DU BUISSON SAINT LOUIS - 75010 PARIS,0,18,True,18,False,1489521762000,10024 - BUISSON SAINT LOUIS,OPEN,48.87182588992616,2.372203224856393,2978048,383
32008,204 RUE DES FILLETTES - 93300 AUBERVILLIERS,7,28,True,35,False,1489521744000,32008 - EMGP-GARDINOUX (AUBERVILLIERS/ST-DENIS),OPEN,48.906023,2.366039,3036386,128
8054,10 AVENUE BERTHIER ALBRECHT - 75008 PARIS,24,1,True,32,False,1489521271000,08054 - HOCHE ALBRECHT,OPEN,48.87614039826388,2.301303138307601,2998975,271
7009,FACE 119 RUE DE LILLE - 75007 PARIS,17,43,True,62,False,1489521373000,07009 - ASSEMBLEE NATIONALE,OPEN,48.86137389094257,2.320131276903925,6545270,386
1015,2 PLACE ANDRE MALRAUX - 75001 PARIS,18,1,True,20,False,1489521285000,01015 - PLACE ANDRE MALRAUX,OPEN,48.86397965515107,2.335599603893845,6545270,421
17002,4 RUE DE LA CONDAMINE - 75017 PARIS,28,9,True,37,True,1489521860000,17002 - LA FOURCHE RUE DE LA CONDAMINE,OPEN,48.88790134553051,2.324400445437174,2977824,307
